player_id,Player Name,team_id,team_name,tournament_id,Yellow URL,stage_name,tournament_name,team_code,Second Yellow URL,Red URL,minute_label,match_period,match_name,match_id,Year,Quarter,Month,Day,group_name,booking_id,Sum of yellow_card,Sum of shirt_number,Sum of sending_off,Sum of second_yellow_card,Sum of red_card,Sum of minute_stoppage,Sum of minute_regulation,Sum of home_team,Sum of away_team
P-50534,Jon Dahl Tomasson,T-22,Denmark,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,DNK,"","",20',first half,Denmark vs Senegal,M-2002-18,2002,Qtr 2,June,6,Group A,B-2036,1,9,0,0,0,0,20,1,0
P-50564,Johan Cruyff,T-48,Netherlands,WC-1974,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,final,1974 FIFA Men's World Cup,NLD,"","",45',first half,Netherlands vs West Germany,M-1974-38,1974,Qtr 3,July,7,not applicable,B-0896,1,14,0,0,0,0,45,1,0
P-50564,Johan Cruyff,T-48,Netherlands,WC-1974,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1974 FIFA Men's World Cup,NLD,"","",29',first half,Bulgaria vs Netherlands,M-1974-21,1974,Qtr 2,June,23,Group 3,B-0856,1,14,0,0,0,0,29,0,1
P-50598,Maren Meinert,T-31,Germany,WC-2003,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2003 FIFA Women's World Cup,DEU,"","",78',second half,Germany vs Canada,M-2003-03,2003,Qtr 3,September,20,Group C,B-2255,1,14,0,0,0,0,78,1,0
P-50641,Sulley Muntari,T-32,Ghana,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,GHA,"","",41',first half,Italy vs Ghana,M-2006-11,2006,Qtr 2,June,12,Group E,B-2355,1,11,0,0,0,0,41,0,1
P-50641,Sulley Muntari,T-32,Ghana,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,GHA,"","",84',second half,Czech Republic vs Ghana,M-2006-25,2006,Qtr 2,June,17,Group E,B-2438,1,11,0,0,0,0,84,0,1
P-50641,Sulley Muntari,T-32,Ghana,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2006 FIFA Men's World Cup,GHA,"","",11',first half,Brazil vs Ghana,M-2006-55,2006,Qtr 2,June,27,not applicable,B-2599,1,11,0,0,0,0,11,0,1
P-50641,Sulley Muntari,T-32,Ghana,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2014 FIFA Men's World Cup,GHA,"","",90'+2',"second half, stoppage time",Ghana vs United States,M-2014-14,2014,Qtr 2,June,16,Group G,B-3094,1,11,0,0,0,2,90,1,0
P-50641,Sulley Muntari,T-32,Ghana,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2014 FIFA Men's World Cup,GHA,"","",90'+4',"second half, stoppage time",Germany vs Ghana,M-2014-28,2014,Qtr 2,June,21,Group G,B-3130,1,11,0,0,0,4,90,0,1
P-50749,Luis MarÃ­n,T-17,Costa Rica,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,CRI,"","",15',first half,China vs Costa Rica,M-2002-12,2002,Qtr 2,June,4,Group C,B-2010,1,3,0,0,0,0,15,0,1
P-50749,Luis MarÃ­n,T-17,Costa Rica,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,CRI,"","",10',first half,Ecuador vs Costa Rica,M-2006-18,2006,Qtr 2,June,15,Group A,B-2389,1,3,0,0,0,0,10,0,1
P-50749,Luis MarÃ­n,T-17,Costa Rica,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,CRI,"","",45'+2',"first half, stoppage time",Costa Rica vs Poland,M-2006-33,2006,Qtr 2,June,20,Group A,B-2481,1,3,0,0,0,2,45,1,0
P-50787,Jorge Campos,T-46,Mexico,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,MEX,"","",57',second half,Mexico vs Republic of Ireland,M-1994-18,1994,Qtr 2,June,24,Group E,B-1464,1,1,0,0,0,0,57,1,0
P-50801,Sam Morsy,T-26,Egypt,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,EGY,"","",90'+4',"second half, stoppage time",Egypt vs Uruguay,M-2018-02,2018,Qtr 2,June,15,Group A,B-3360,1,5,0,0,0,4,90,1,0
P-50869,Jan Wouters,T-48,Netherlands,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,1990 FIFA Men's World Cup,NLD,"","",32',first half,West Germany vs Netherlands,M-1990-40,1990,Qtr 2,June,24,not applicable,B-1316,1,6,0,0,0,0,32,0,1
P-50869,Jan Wouters,T-48,Netherlands,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,NLD,"","",19',first half,Belgium vs Netherlands,M-1994-21,1994,Qtr 2,June,25,Group F,B-1475,1,6,0,0,0,0,19,0,1
P-50869,Jan Wouters,T-48,Netherlands,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,NLD,"","",75',second half,Morocco vs Netherlands,M-1994-34,1994,Qtr 2,June,29,Group F,B-1538,1,6,0,0,0,0,75,0,1
P-50869,Jan Wouters,T-48,Netherlands,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,1994 FIFA Men's World Cup,NLD,"","",89',second half,Netherlands vs Brazil,M-1994-46,1994,Qtr 3,July,9,not applicable,B-1604,1,6,0,0,0,0,89,1,0
P-50944,Jamie Carragher,T-28,England,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2006 FIFA Men's World Cup,ENG,"","",82',second half,England vs Ecuador,M-2006-51,2006,Qtr 2,June,25,not applicable,B-2577,1,15,0,0,0,0,82,1,0
P-50944,Jamie Carragher,T-28,England,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,ENG,"","",58',second half,England vs Algeria,M-2010-23,2010,Qtr 2,June,18,Group C,B-2813,1,18,0,0,0,0,58,1,0
P-50944,Jamie Carragher,T-28,England,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,ENG,"","",60',second half,England vs United States,M-2010-05,2010,Qtr 2,June,12,Group C,B-2742,1,18,0,0,0,0,60,1,0
P-50973,Saud Kariri,T-63,Saudi Arabia,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,SAU,"","",73',second half,Saudi Arabia vs Ukraine,M-2006-31,2006,Qtr 2,June,19,Group H,B-2466,1,14,0,0,0,0,73,1,0
P-51089,Carles Puyol,T-73,Spain,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,ESP,"","",30',first half,Spain vs Tunisia,M-2006-32,2006,Qtr 2,June,19,Group H,B-2469,1,5,0,0,0,0,30,1,0
P-51089,Carles Puyol,T-73,Spain,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2006 FIFA Men's World Cup,ESP,"","",82',second half,Spain vs France,M-2006-56,2006,Qtr 2,June,27,not applicable,B-2606,1,5,0,0,0,0,82,1,0
P-51089,Carles Puyol,T-73,Spain,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,final,2010 FIFA Men's World Cup,ESP,"","",16',first half,Netherlands vs Spain,M-2010-64,2010,Qtr 3,July,11,not applicable,B-2977,1,5,0,0,0,0,16,0,1
P-51118,Aziz Behich,T-04,Australia,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,AUS,"","",87',second half,France vs Australia,M-2018-05,2018,Qtr 2,June,16,Group C,B-3371,1,16,0,0,0,0,87,0,1
P-51118,Aziz Behich,T-04,Australia,WC-2022,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2022 FIFA Men's World Cup,AUS,"","",4',first half,Australia vs Denmark,M-2022-37,2022,Qtr 4,November,30,Group D,B-3829,1,16,0,0,0,0,4,1,0
P-51287,Sebastian Kehl,T-31,Germany,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2002 FIFA Men's World Cup,DEU,"","",66',second half,Germany vs United States,M-2002-58,2002,Qtr 2,June,21,not applicable,B-2223,1,15,0,0,0,0,66,1,0
P-51336,Wesley Sneijder,T-48,Netherlands,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,2006 FIFA Men's World Cup,NLD,"","",73',second half,Portugal vs Netherlands,M-2006-52,2006,Qtr 2,June,25,not applicable,B-2586,1,20,0,0,0,0,73,0,1
P-51336,Wesley Sneijder,T-48,Netherlands,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,semi-finals,2010 FIFA Men's World Cup,NLD,"","",29',first half,Uruguay vs Netherlands,M-2010-61,2010,Qtr 3,July,6,not applicable,B-2969,1,10,0,0,0,0,29,0,1
P-51349,Soon-ho Choi,T-71,South Korea,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1990 FIFA Men's World Cup,KOR,"","",39',first half,Belgium vs South Korea,M-1990-10,1990,Qtr 2,June,12,Group E,B-1211,1,14,0,0,0,0,39,0,1
P-51357,Rob Witschge,T-48,Netherlands,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,NLD,"","",49',second half,Belgium vs Netherlands,M-1994-21,1994,Qtr 2,June,25,Group F,B-1478,1,5,0,0,0,0,49,0,1
P-51448, Francielle,T-09,Brazil,WC-2011,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2011 FIFA Women's World Cup,BRA,"","",74',second half,Equatorial Guinea vs Brazil,M-2011-22,2011,Qtr 3,July,6,Group D,B-3024,1,15,0,0,0,0,74,0,1
P-51472,Ahmed Jamil Madani,T-63,Saudi Arabia,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,SAU,"","",3',first half,Belgium vs Saudi Arabia,M-1994-33,1994,Qtr 2,June,29,Group F,B-1529,1,5,0,0,0,0,3,0,1
P-51492,Hiromi Isozaki,T-44,Japan,WC-2007,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2007 FIFA Women's World Cup,JPN,"","",57',second half,Argentina vs Japan,M-2007-09,2007,Qtr 3,September,14,Group A,B-2665,1,2,0,0,0,0,57,0,1
P-51549,Christian Bassogog,T-11,Cameroon,WC-2022,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2022 FIFA Men's World Cup,CMR,"","",30',first half,Cameroon vs Serbia,M-2022-29,2022,Qtr 4,November,28,Group G,B-3807,1,11,0,0,0,0,30,1,0
P-51730,Britta Unsleber,T-31,Germany,WC-1991,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1991 FIFA Women's World Cup,DEU,"","",50',second half,Italy vs Germany,M-1991-18,1991,Qtr 4,November,21,Group C,B-1381,1,2,0,0,0,0,50,0,1
P-51785,Nam-il Kim,T-71,South Korea,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,KOR,"","",74',second half,Portugal vs South Korea,M-2002-48,2002,Qtr 2,June,14,Group D,B-2178,1,5,0,0,0,0,74,0,1
P-51785,Nam-il Kim,T-71,South Korea,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,KOR,"","",68',second half,Nigeria vs South Korea,M-2010-36,2010,Qtr 2,June,22,Group B,B-2863,1,5,0,0,0,0,68,0,1
P-51792,Dmitri Alenichev,T-62,Russia,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,RUS,"","",64',second half,Belgium vs Russia,M-2002-45,2002,Qtr 2,June,14,Group H,B-2165,1,15,0,0,0,0,64,0,1
P-51792,Dmitri Alenichev,T-62,Russia,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,RUS,"","",88',second half,Russia vs Tunisia,M-2002-15,2002,Qtr 2,June,5,Group H,B-2030,1,15,0,0,0,0,88,1,0
P-51868,Young-il Choi,T-71,South Korea,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,KOR,"","",61',second half,Spain vs South Korea,M-1994-02,1994,Qtr 2,June,17,Group C,B-1407,1,12,0,0,0,0,61,0,1
P-51868,Young-il Choi,T-71,South Korea,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,KOR,"","",89',second half,Germany vs South Korea,M-1994-28,1994,Qtr 2,June,27,Group C,B-1512,1,12,0,0,0,0,89,0,1
P-51910,Rolando GarcÃ­a,T-13,Chile,WC-1974,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1974 FIFA Men's World Cup,CHL,"","",59',second half,West Germany vs Chile,M-1974-02,1974,Qtr 2,June,14,Group 1,B-0812,1,2,0,0,0,0,59,0,1
P-51936,Mike Windischmann,T-83,United States,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1990 FIFA Men's World Cup,USA,"","",58',second half,Austria vs United States,M-1990-29,1990,Qtr 2,June,19,Group A,B-1275,1,5,0,0,0,0,58,0,1
P-51960,Cheikh N'Doye,T-65,Senegal,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,SEN,"","",90'+1',"second half, stoppage time",Japan vs Senegal,M-2018-31,2018,Qtr 2,June,24,Group H,B-3452,1,11,0,0,0,1,90,0,1
P-52008, Emerson,T-09,Brazil,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,BRA,"","",42',first half,Brazil vs Croatia,M-2006-14,2006,Qtr 2,June,13,Group F,B-2373,1,5,0,0,0,0,42,1,0
P-52013,Achraf Dari,T-47,Morocco,WC-2022,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2022 FIFA Men's World Cup,MAR,"","",70',second half,Morocco vs Portugal,M-2022-59,2022,Qtr 4,December,10,not applicable,B-3912,1,20,0,0,0,0,70,1,0
P-52032,Emre AÅŸÄ±k,T-80,Turkey,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,TUR,"","",19',first half,Turkey vs China,M-2002-42,2002,Qtr 2,June,13,Group C,B-2146,1,2,0,0,0,0,19,1,0
P-52032,Emre AÅŸÄ±k,T-80,Turkey,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,TUR,"","",20',first half,Costa Rica vs Turkey,M-2002-28,2002,Qtr 2,June,9,Group C,B-2074,1,2,0,0,0,0,20,0,1
P-52228,Nilla Fischer,T-74,Sweden,WC-2011,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2011 FIFA Women's World Cup,SWE,"","",60',second half,Sweden vs United States,M-2011-24,2011,Qtr 3,July,6,Group C,B-3028,1,18,0,0,0,0,60,1,0
P-52228,Nilla Fischer,T-74,Sweden,WC-2011,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-final,2011 FIFA Women's World Cup,SWE,"","",81',second half,Sweden vs Australia,M-2011-27,2011,Qtr 3,July,10,not applicable,B-3041,1,18,0,0,0,0,81,1,0
P-52358,Gert Verheyen,T-06,Belgium,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,BEL,"","",62',second half,Japan vs Belgium,M-2002-13,2002,Qtr 2,June,4,Group H,B-2020,1,11,0,0,0,0,62,0,1
P-52378,Kostas Katsouranis,T-33,Greece,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2010 FIFA Men's World Cup,GRC,"","",30',first half,Greece vs Argentina,M-2010-35,2010,Qtr 2,June,22,Group B,B-2858,1,21,0,0,0,0,30,1,0
P-52378,Kostas Katsouranis,T-33,Greece,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2014 FIFA Men's World Cup,GRC,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,"",27',first half,Japan vs Greece,M-2014-23,2014,Qtr 2,June,19,Group C,B-3117,1,21,1,1,0,0,27,0,1
P-52437,Illiasu Shilla,T-32,Ghana,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,GHA,"","",32',first half,Ghana vs United States,M-2006-42,2006,Qtr 2,June,22,Group E,B-2526,1,7,0,0,0,0,32,1,0
P-52458,Michael UmaÃ±a,T-17,Costa Rica,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,CRI,"","",17',first half,Costa Rica vs Poland,M-2006-33,2006,Qtr 2,June,20,Group A,B-2477,1,4,0,0,0,0,17,1,0
P-52458,Michael UmaÃ±a,T-17,Costa Rica,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2014 FIFA Men's World Cup,CRI,"","",52',second half,Netherlands vs Costa Rica,M-2014-60,2014,Qtr 3,July,5,not applicable,B-3227,1,4,0,0,0,0,52,0,1
P-52461,Klaus Fischer,T-86,West Germany,WC-1982,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,second group stage,1982 FIFA Men's World Cup,DEU,"","",10',first half,West Germany vs Spain,M-1982-44,1982,Qtr 3,July,2,Group 2,B-1020,1,8,0,0,0,0,10,1,0
P-52469,Julio CÃ©sar Enciso,T-55,Paraguay,WC-1998,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,1998 FIFA Men's World Cup,PRY,"","",32',first half,France vs Paraguay,M-1998-51,1998,Qtr 2,June,28,not applicable,B-1905,1,16,0,0,0,0,32,0,1
P-52474,Dino Baggio,T-41,Italy,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,1994 FIFA Men's World Cup,ITA,"","",62',second half,Nigeria vs Italy,M-1994-43,1994,Qtr 3,July,5,not applicable,B-1589,1,13,0,0,0,0,62,0,1
P-52476,Jill Roord,T-48,Netherlands,WC-2019,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2019 FIFA Women's World Cup,NLD,"","",90',second half,Netherlands vs Canada,M-2019-34,2019,Qtr 2,June,20,Group E,B-3662,1,19,0,0,0,0,90,1,0
P-52478,Birgit Prinz,T-31,Germany,WC-1995,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1995 FIFA Women's World Cup,DEU,"","",59',second half,Brazil vs Germany,M-1995-13,1995,Qtr 2,June,9,Group A,B-1670,1,16,0,0,0,0,59,0,1
P-52480,Brent Sancho,T-78,Trinidad and Tobago,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,TTO,"","",45',first half,Paraguay vs Trinidad and Tobago,M-2006-35,2006,Qtr 2,June,20,Group B,B-2490,1,5,0,0,0,0,45,0,1
P-52481,Arkadiusz Radomski,T-57,Poland,WC-2006,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2006 FIFA Men's World Cup,POL,"","",18',first half,Costa Rica vs Poland,M-2006-33,2006,Qtr 2,June,20,Group A,B-2478,1,16,0,0,0,0,18,0,1
P-52500,Jozef Chovanec,T-21,Czechoslovakia,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1990 FIFA Men's World Cup,CSK,"","",26',first half,Italy vs Czechoslovakia,M-1990-30,1990,Qtr 2,June,19,Group A,B-1278,1,8,0,0,0,0,26,0,1
P-52652,Fatou Coulibaly,T-42,Ivory Coast,WC-2015,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2015 FIFA Women's World Cup,CIV,"","",25',first half,Ivory Coast vs Norway,M-2015-26,2015,Qtr 2,June,15,Group B,B-3292,1,2,0,0,0,0,25,1,0
P-52652,Fatou Coulibaly,T-42,Ivory Coast,WC-2015,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2015 FIFA Women's World Cup,CIV,"","",70',second half,Germany vs Ivory Coast,M-2015-04,2015,Qtr 2,June,7,Group B,B-3254,1,2,0,0,0,0,70,0,1
P-52676,Frickson Erazo,T-25,Ecuador,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2014 FIFA Men's World Cup,ECU,"","",83',second half,Ecuador vs France,M-2014-44,2014,Qtr 2,June,25,Group E,B-3171,1,3,0,0,0,0,83,1,0
P-52784,Ã“scar PÃ©rez,T-46,Mexico,WC-2002,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2002 FIFA Men's World Cup,MEX,"","",84',second half,Mexico vs Italy,M-2002-44,2002,Qtr 2,June,13,Group G,B-2161,1,1,0,0,0,0,84,1,0
P-52873,Khadija Shaw,T-43,Jamaica,WC-2019,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2019 FIFA Women's World Cup,JAM,"","",59',second half,Jamaica vs Italy,M-2019-19,2019,Qtr 2,June,14,Group C,B-3623,1,11,0,0,0,0,59,1,0
P-52878,Stig Inge BjÃ¸rnebye,T-53,Norway,WC-1994,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1994 FIFA Men's World Cup,NOR,"","",32',first half,Italy vs Norway,M-1994-16,1994,Qtr 2,June,23,Group E,B-1453,1,5,0,0,0,0,32,0,1
P-52906,Evgeny Lovchev,T-72,Soviet Union,WC-1970,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1970 FIFA Men's World Cup,SUN,"","",34',first half,Mexico vs Soviet Union,M-1970-01,1970,Qtr 2,May,31,Group 1,B-0758,1,6,0,0,0,0,34,0,1
P-53028,Claudio Morel,T-55,Paraguay,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2010 FIFA Men's World Cup,PRY,"","",71',second half,Paraguay vs Spain,M-2010-60,2010,Qtr 3,July,3,not applicable,B-2965,1,3,0,0,0,0,71,1,0
P-53048,Axel Witsel,T-06,Belgium,WC-2014,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2014 FIFA Men's World Cup,BEL,"","",54',second half,Belgium vs Russia,M-2014-30,2014,Qtr 2,June,22,Group H,B-3134,1,6,0,0,0,0,54,1,0
P-53048,Axel Witsel,T-06,Belgium,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,third-place match,2018 FIFA Men's World Cup,BEL,"","",90'+3',"second half, stoppage time",Belgium vs England,M-2018-63,2018,Qtr 3,July,14,not applicable,B-3577,1,6,0,0,0,3,90,1,0
P-53055,Ahmed Ramzy,T-26,Egypt,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1990 FIFA Men's World Cup,EGY,"","",55',second half,Netherlands vs Egypt,M-1990-11,1990,Qtr 2,June,12,Group F,B-1212,1,13,0,0,0,0,55,0,1
P-53197,Pierre Njanka,T-11,Cameroon,WC-1998,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1998 FIFA Men's World Cup,CMR,"","",16',first half,Italy vs Cameroon,M-1998-20,1998,Qtr 2,June,17,Group B,B-1772,1,6,0,0,0,0,16,0,1
P-53254,Diego PÃ©rez,T-84,Uruguay,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,quarter-finals,2010 FIFA Men's World Cup,URY,"","",59',second half,Uruguay vs Ghana,M-2010-58,2010,Qtr 3,July,2,not applicable,B-2954,1,15,0,0,0,0,59,1,0
P-53254,Diego PÃ©rez,T-84,Uruguay,WC-2010,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,third-place match,2010 FIFA Men's World Cup,URY,"","",61',second half,Uruguay vs Germany,M-2010-63,2010,Qtr 3,July,10,not applicable,B-2974,1,15,0,0,0,0,61,1,0
P-53270,Medhi Benatia,T-47,Morocco,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,MAR,"","",40',first half,Portugal vs Morocco,M-2018-18,2018,Qtr 2,June,20,Group B,B-3411,1,5,0,0,0,0,40,0,1
P-53272,Eiji Kawashima,T-44,Japan,WC-2018,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2018 FIFA Men's World Cup,JPN,"","",90'+4',"second half, stoppage time",Colombia vs Japan,M-2018-15,2018,Qtr 2,June,19,Group H,B-3405,1,1,0,0,0,4,90,0,1
P-53282,Wataru Endo,T-44,Japan,WC-2022,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,2022 FIFA Men's World Cup,JPN,"","",90'+3',"second half, stoppage time",Japan vs Costa Rica,M-2022-25,2022,Qtr 4,November,27,Group E,B-3795,1,6,0,0,0,3,90,1,0
P-53299,JosÃ© Oscar Herrera,T-84,Uruguay,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1990 FIFA Men's World Cup,URY,"","",44',first half,South Korea vs Uruguay,M-1990-34,1990,Qtr 2,June,21,Group E,B-1290,1,4,0,0,0,0,44,0,1
P-53341,Victor N'Dip,T-11,Cameroon,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,group stage,1990 FIFA Men's World Cup,CMR,"","",23',first half,Argentina vs Cameroon,M-1990-01,1990,Qtr 2,June,8,Group B,B-1190,1,17,0,0,0,0,23,0,1
P-53341,Victor N'Dip,T-11,Cameroon,WC-1990,https://upload.wikimedia.org/wikipedia/commons/b/b1/Yellow_card.svg,round of 16,1990 FIFA Men's World Cup,CMR,"","",47',second half,Cameroon vs Colombia,M-1990-37,1990,Qtr 2,June,23,not applicable,B-1298,1,17,0,0,0,0,47,1,0
